index,reviewer_name,review_id,profile_href,star,time,text
334,Maxime Thebean,ChZDSUhNMG9nS0VJQ0FnSUN5NXFxOFJBEAE,https://www.google.com/maps/contrib/116416285928551771093/reviews?hl=en-US,5,       a year ago      ,"        TRÈS bonne expérience.
La poutine kimcheesy est renversante, de loin la meilleure que j'ai mangé à vie, et croyez moi j'en ai quelques unes derrière la cravate ;-)
J'ai hâte d'essayer d'autre item du menu. (Translated by Google)
VERY good experience.
The kimcheesy poutine is stunning, by far the best I've eaten in life, and believe me I have a few behind the tie ;-)
I can't wait to try other menu items.
     
"
335,Emma,ChZDSUhNMG9nS0VJQ0FnSUR5NnVxaFNBEAE,https://www.google.com/maps/contrib/106698018966459275247/reviews?hl=en-US,4,       a year ago      ,"        J'ai pris la poutine kimcheesy et le lomo saltado. Très bon, le lomo n'était pas trop piquant (j'avais demandé si ça piquait beaucoup, peut-être qu'ils ont réduits les doses...) par contre la poutine réchauffe! Très bon service et accueil.
Je mets un 4 étoiles car pour moi la portion du lomo n'était pas assez grosse. (Translated by Google)
I had the kimcheesy poutine and the lomo saltado. Very good, the lomo was not too spicy (I had asked if it was very spicy, maybe they reduced the doses...) but the poutine was warm! Very good service and welcome.
I put a 4 star because for me the portion of the lomo was not big enough.
     
"
336,mathieu salvail,ChZDSUhNMG9nS0VJQ0FnSUNXZ0pPaFJnEAE,https://www.google.com/maps/contrib/110118304640453690174/reviews?hl=en-US,5,       10 months ago      ,"        Grosse Vibe! Bouffe incroyable… j’en voulais encore pour déjeuner le lendemain. Je recommande chaudement le carpaccio et le bahn mi burger! (Translated by Google)
Big Vibe! Incredible food…I wanted more for lunch the next day. I highly recommend the carpaccio and the bahn mi burger!
     
"
337,Cindy Hoang,ChZDSUhNMG9nS0VJQ0FnSUM4bXRMUmN3EAE,https://www.google.com/maps/contrib/100951199896606809507/reviews?hl=en-US,5,       2 years ago      ,"        L’ambiance de ce resto est 100% à l’image de ses proprios! C’est un excellent mix entre le Quebec et l’Asie, autant pour la bouffe, l’ambiance. Les employés et les proprios sont toujours sympathiques, sur le party, on a toujours droit à un bel accueil! La musique, la bonne bouffe, les shooters, les cocktails funky et la bière québécoise, tout est en place pour te faire vivre un bon moment. Pas étonnant qu’on en soit devenus des habitués. (en situation de Covid-19, c’est sur que c’est moins le party, parce qu’ils prennent au sérieux les consignes sanitaires, mais en temps normal, je vous juste qu’un vendredi-samedi, it’s the place to be!) (Translated by Google)
The atmosphere of this restaurant is 100% like its owners! It's an excellent mix between Quebec and Asia, both for the food and the atmosphere. The employees and the owners are always friendly, on the party, we are always entitled to a warm welcome! Music, good food, shooters, funky cocktails and Quebec beer, everything is in place to make you have a good time. No wonder we've become regulars. (in the Covid-19 situation, it's sure that it's less of a party, because they take the health instructions seriously, but in normal times, I only tell you on a Friday-Saturday, it's the place to be!)
     
"
338,Eugénie Lévis,ChZDSUhNMG9nS0VJQ0FnSUNvOHNpMWNnEAE,https://www.google.com/maps/contrib/117762915881518620312/reviews?hl=en-US,5,       3 years ago      ,"        Il y a un eu un souci avec la prise de noms à l'entrée, mais ce fût vite oublié puisque l'ensemble de l'expérience  a vraiment surpassé nos attentes. L'endroit est animé et chaleureux. Le travail d'équipe au sein du staff est impressionnant. La nourriture est généreuse et goûteuse. Le service est rapide et sympathique. Vraiment, une belle découverte. Une expérience à répéter sans modération! (Translated by Google)
There was a problem with taking names at the entrance, but it was soon forgotten since the whole experience really exceeded our expectations. The place is lively and warm. The teamwork within the staff is impressive. The food is generous and tasty. The service is fast and friendly. Really, a beautiful discovery. An experience to repeat without moderation!
     
"
339,Alder Pierre,ChdDSUhNMG9nS0VJQ0FnSURpZ3JlZmdRRRAB,https://www.google.com/maps/contrib/117200703965121240574/reviews?hl=en-US,5,       2 years ago      ,"        Vous voulez de la bouffe goûteuse. La belle tonkinoise est juste différente. Un amalgame de sauveurs dans les plats qui sont préparés avec plein d'amour. Merci Boombo pour cette belle expérience gustative. Vous vous manger da la bouffe ordinaire ce n'est pas le bon endroit . Vous vous de la bouffe qui sort de l'ordinaire je vous le recommande. (Translated by Google)
You want tasty food. The beautiful Tonkinese is just different. An amalgam of saviors in dishes that are prepared with love. Thank you Boombo for this great taste experience. You eat your own food, this is not the right place. You get food that is out of the ordinary, I recommend it.
     
"
340,P. M.,ChdDSUhNMG9nS0VJQ0FnSUNZdDVTc3dRRRAB,https://www.google.com/maps/contrib/110991272727784367015/reviews?hl=en-US,5,       3 years ago      ,"        J'ai pu y goûter un drink, les deux poutines et des ribs spécial du jour. C'était excellent! Nous avons pris place au bar et l'ambiance était A1. Le service est très bon et convivial et l'ambiance était relax. Cool, bon, pas cher, plein d'amour et bcp de sourires.
J'ai hâte de goûter aux autres plats. J'y retourne c'est certain! (Translated by Google)
I was able to taste a drink, the two poutines and special ribs of the day. It was excellent! We sat at the bar and the atmosphere was A1. The service is very good and friendly and the atmosphere was relaxed. Cool, good, cheap, full of love and lots of smiles.
I can not wait to taste the other dishes. I go back for sure!
     
"
341,Sara Bodson,ChZDSUhNMG9nS0VJQ0FnSUNzcWFTSkhBEAE,https://www.google.com/maps/contrib/109077722305308504590/reviews?hl=en-US,5,       2 years ago      ,"        Le nouveau local est décoré aux petits soins, on retrouve tout de même les mêmes inspirations. Le personnel est au petits soins et le menu est original et délicieux!
Je recommande à 100% que ce soit pour un repas entre amis où en tête à tête! (Translated by Google)
The new premises are decorated with great care, we still find the same inspirations. The staff is attentive and the menu is original and delicious!
I recommend 100% whether for a meal with friends or alone!
     
"
342,Dominic Norman,ChZDSUhNMG9nS0VJQ0FnSURHdEpLeVN3EAE,https://www.google.com/maps/contrib/118379967616233845458/reviews?hl=en-US,5,       a year ago      ,"        Recommandé!
Plats créatifs, bonne qualité, bon prix.
Ambiance dynamique et chaleureuse.
Bon pour couple ou un moyen groupe d'amis! (Translated by Google)
Recommended!
Creative dishes, good quality, good price.
Dynamic and warm atmosphere.
Good for couple or medium group of friends!
     
"
343,Nancy Bastien,ChZDSUhNMG9nS0VJQ0FnSUNHejdHWlZREAE,https://www.google.com/maps/contrib/113088306658928181276/reviews?hl=en-US,5,       a year ago      ,"        WOW!! Belle découverte dans mon quartier. Excellente nourriture et surtout le service incroyable assuré par un staff génial. Je recommande ++ (Translated by Google)
WOW !! Nice discovery in my neighborhood. Excellent food and above all the incredible service provided by a brilliant staff. I recommend ++
     
"
344,Geneviève Thériault Tanguay,ChdDSUhNMG9nS0VJQ0FnSURJajlLNzJnRRAB,https://www.google.com/maps/contrib/118208497629509139410/reviews?hl=en-US,5,       3 years ago      ,"        Une très belle découverte qu’est La belle tonkinoise! Un menu dégustation pour les groupes qui est varié, très goûteux et extrêmement abordable (30$ pour sept services, en maaaaasse de nourriture pour sortir là bien plein)! L’ambiance est décontractée, le staff est jeune, sympathique, attentionné et efficace. Bref, j’y retournerais certainement autant à deux qu’avec un groupe pour un anniversaire. Bravo à l’équipe, c’est du beau travail qui mérite d’être souligné. (Translated by Google)
A very nice discovery that is La belle tonkinoise! A tasting menu for groups that is varied, very tasty and extremely affordable ($30 for seven courses, in maaaaasse of food to go out there full)! The atmosphere is relaxed, the staff is young, friendly, attentive and efficient. In short, I would certainly go back as much as a couple or with a group for a birthday. Congratulations to the team, it's a great job that deserves to be highlighted.
     
"
345,Corentin Berdah,ChdDSUhNMG9nS0VJQ0FnSUNXcTRISWt3RRAB,https://www.google.com/maps/contrib/115752411329720248719/reviews?hl=en-US,5,       9 months ago      ,"        Excellent burger, excellentes frites, très bonne soupe Pho et très bon rouleaux impériaux! Tout est un délice! (Translated by Google)
Excellent burger, excellent fries, very good Pho soup and very good imperial rolls! Everything is delicious!
     
"
346,Mario Tremblay,ChdDSUhNMG9nS0VJQ0FnSURBaE51a2p3RRAB,https://www.google.com/maps/contrib/102561224403723165965/reviews?hl=en-US,4,       4 years ago      ,"        Bon petit restaurant chaleureux, le wasabi burger etait très bon mais j’aurais aimé avoir autres choses que du pain pom. (Translated by Google)
Good little cozy restaurant, the wasabi burger was very good but I would have liked to have something other than pom bread.
     
"
347,Isabelle Michaud,ChZDSUhNMG9nS0VJQ0FnSURTcVpTWlFBEAE,https://www.google.com/maps/contrib/101435268532868773411/reviews?hl=en-US,5,       a year ago      ,"        Super service avec Diana! Rapidité de la livraison! Tout l’monde est sympathique et la bouffe?! Wow! Première fois, mais ce ne sera pas la dernière! Plats goûteux et très originaux. Très santé et belles portions! Un incontournable! Essayez ça! 👌🏻😎😋 hâte d’essayer les poutines (Translated by Google)
Great service with Diana! Speed ​​of delivery! Everyone is friendly and the food?! wow! First time, but it won't be the last! Tasty and very original dishes. Very healthy and nice portions! A must! Try this! 👌🏻😎😋 can't wait to try the poutines
     
"
348,Alexia Grenier,ChdDSUhNMG9nS0VJQ0FnSUNDM3RLUzVBRRAB,https://www.google.com/maps/contrib/111193283660809993695/reviews?hl=en-US,5,       2 years ago      ,"        De très bons plats vietnamiens plein de saveurs!! Service efficace et très bon accueil. Un plus: on a apprécié les mesures sanitaires mises en place. Un must en temps de Covid-19 (Translated by Google)
Very good Vietnamese dishes full of flavors!! Efficient and very welcoming service. A plus: we appreciated the sanitary measures put in place. A must in times of Covid-19
     
"
349,Marta Rosa,ChdDSUhNMG9nS0VJQ0FnSUNZaS0tSGt3RRAB,https://www.google.com/maps/contrib/103408021405601422057/reviews?hl=en-US,5,       3 years ago      ,"        excellent restaurant!!!! La nourriture est vraiment bonne, une fusion d’authenticité avec touche du Ku!! Super belle découverte, la nourriture est bonne, l’ambiance est bonne, le staff est extraordinaire. Merci à Julie et son enthousiasme, la belle minion fluorescente, le gérant salvadorien avec un cœur cambodgien, le reste du staff et sans oublié Michel le chef de nous avoir fait passer une belle soirée en nous racontant anecdotes, blagues et énigme! Sur ce SHOOTER et à très bientôt!! 🤙🏽 Marta et Alex (Translated by Google)
great restaurant!!!! The food is really good, a fusion of authenticity with a touch of Ku!! Super nice discovery, the food is good, the atmosphere is good, the staff is extraordinary. Thanks to Julie and her enthusiasm, the beautiful fluorescent minion, the Salvadoran manager with a Cambodian heart, the rest of the staff and without forgetting Michel the chef for making us spend a great evening telling us anecdotes, jokes and riddles! On this SHOOTER and see you soon!! 🤙🏽 Marta and Alex
     
"
350,Yves Alavo,ChZDSUhNMG9nS0VJQ0FnSURnLU1LUmJnEAE,https://www.google.com/maps/contrib/109345725927816964319/reviews?hl=en-US,5,       4 years ago      ,"        L'accueil est sympathique, chaleureux et vous permet de vivre immédiatement dans un climat de respect, d'ouverture d'esprit et de joie familiale.
Le service est professionnel, instructif, motivant et aussi courtois. Chaque étape est une expérience que vous pouvez vivre avec plaisir, vous avez toujours des réponses à vos questions et votre intérêt est comblé de manière intelligente, avenante et digne.
La nourriture est tonique, modulée selon vos goûts, surtout très goûteuse et authentique de fraîcheur et d'inventivité dans l'adaptation des grands mets des traditions du Vietnam et d'autres gastronomies asiatiques pourtant urbanisées et conçues pour le public que nous sommes à Montréal. Bravo nous nous reconnaissons dans cette maison-restaurant-café-bistrot, lieu de bonheur et de vie. (Translated by Google)
The welcome is friendly, warm and allows you to live immediately in an atmosphere of respect, open-mindedness and family joy.
The service is professional, informative, motivating and also courteous. Each step is an experience that you can live with pleasure, you always have answers to your questions and your interest is filled in an intelligent, pleasant and dignified way.
The food is invigorating, modulated according to your tastes, above all very tasty and authentic in its freshness and inventiveness in the adaptation of the great dishes of the traditions of Vietnam and other Asian cuisines that are nevertheless urbanized and designed for the public that we are in Montreal. . Bravo, we recognize ourselves in this house-restaurant-café-bistro, a place of happiness and life.
     
"
351,Daphné Olivier-Aimé,ChZDSUhNMG9nS0VJQ0FnSUMyNV9ieVhBEAE,https://www.google.com/maps/contrib/101785793430180441768/reviews?hl=en-US,5,       7 months ago      ,"        Merci Kevin pour ton super nice service
Le chef et team à la cuisine la nourriture est tellement écoeurant mmmmmmm trop bon
La musique est juste wow
Thx et longue vie La belle Tonki (Translated by Google)
Thank you Kevin for your super nice service
The chef and team in the kitchen the food is so disgusting mmmmmmm too good
The music is just wow
Thx and long life The beautiful Tonki
     
"
352,Vicki Grenier,ChdDSUhNMG9nS0VJQ0FnSUNXN3Z6Vzl3RRAB,https://www.google.com/maps/contrib/111846795797039897955/reviews?hl=en-US,5,       9 months ago      ,"        Très bon service convivial, une excellente nourriture originale, le tout dans un décor funky. (Translated by Google)
Very good friendly service, excellent original food, all in a funky decor.
     
"
353,Soup,ChdDSUhNMG9nS0VJQ0FnSURHLTd6TDBnRRAB,https://www.google.com/maps/contrib/115770927333218159734/reviews?hl=en-US,5,       a year ago      ,"        Très bonne ambiance, endroit bien décoré. La bouffe est bonne, surtout la crème brûlée au pandan 👌 (Translated by Google)
Very good atmosphere, well decorated place. The food is good, especially the pandan crème brûlée 👌
     
"
354,Gen Green,ChZDSUhNMG9nS0VJQ0FnSURTaTllV01nEAE,https://www.google.com/maps/contrib/111667843110275767698/reviews?hl=en-US,2,       a year ago      ,"        Leur soupe tonkinoise nest pas leur cup of tea... leur bouillon tres ordinaire . il ne donne que de sauce hoisin et sauce  piquante sur demande et non inclu avec un soupe tonkinoise. vraiment decevant pour une soupe qui ma couter 19$ extra bœuf saignant. Je donne deux etoile pour la qualité de leur boeuf et leur restaurant la deco et le service chaleureux mais leur soupe cest un gros NON . En plus il charge 10 cent pour les baguette je trouve sa fort...... (Translated by Google)
Their Tonkinese soup is not their cup of tea ... their very ordinary broth. it only gives hoisin sauce and hot sauce on request and not included with tonkinese soup. really disappointing for a soup that cost me $ 19 extra rare beef. I give two stars for the quality of their beef and their restaurant, decor and warm service but their soup is a big NO. In addition it charges 10 cent for the baguette I find it strong ......
     
"
355,Céline Gégat,ChZDSUhNMG9nS0VJQ0FnSUNncTRxSEZREAE,https://www.google.com/maps/contrib/103177076345739454239/reviews?hl=en-US,5,       4 years ago      ,"        Nous avons testé ce restaurant pour notre dernier repas au Canada et nous avons adoré ! Le personnel et le patron sont vraiment sympathiques. Ils nous ont accepté dans leur restaurant 15 min après l'heure de fermeture alors que nous arrivions de l'aéroport, avec toutes nos valises et que nous ne connaissions pas le quartier. La nourriture est excellente, très diverse et originale. Nous avons pris le burger qui était à la fois très sain et très savoureux. Pour finir en beauté notre séjour canadien, le patron nous a fait déguster sa création de shooter. Une soirée inoubliable ! Merci à l'équipe de LBT ! (Translated by Google)
We tested this restaurant for our last meal in Canada and loved it! The staff and the boss are really friendly. They accepted us in their restaurant 15 minutes after closing time when we arrived from the airport, with all our suitcases and we did not know the neighborhood. The food is excellent, very diverse and original. We had the burger which was both very healthy and very tasty. To end our Canadian stay in style, the boss gave us a taste of his shooter creation. An unforgettable night ! Thanks to the LBT team!
     
"
356,Tin NGUYEN,ChdDSUhNMG9nS0VJQ0FnSUNvLUpmTzhRRRAB,https://www.google.com/maps/contrib/113308032666168329568/reviews?hl=en-US,3,       3 years ago      ,"        Dès que j'ai entendu parler de la poutine au phò, il fallait absolument que je la goûte. Gustativement elle est bonne mais rien de particulier. Certe on retrouve la saveur du phò grâce au différentes viandes mais je suis resté sur ma faim. Il manque un petit  quelque chose... Concernant le prix, je trouve que c'est relativement chère pour une poutine. Au niveau du service, il est correct. C'est dommage que le téléphone sonne toute les minutes... La déco est assez sympathique, on se croirait vraiment dans les restaurants au Vietnam. A essayer!
@travelwithtin (Translated by Google)
As soon as I heard about the phò poutine, I absolutely had to taste it. Taste is good but nothing special. Certainly we find the flavor of the phò thanks to the different meats but I remained unsatisfied. Something is missing... Regarding the price, I think it's relatively expensive for a poutine. In terms of service, it is correct. It's a shame that the phone rings every minute... The decor is quite nice, it really feels like being in restaurants in Vietnam. To try!
@travelwithtin
     
"
357,Romain,ChZDSUhNMG9nS0VJQ0FnSUNBdTdDUEZ3EAE,https://www.google.com/maps/contrib/102758208136015491743/reviews?hl=en-US,5,       4 years ago      ,"        excellent ! Nous avons passé un agréable moment grâce au serveur qui s'est donné la mission de nous laisser un très bon souvenir c'était le fun !. Vous serez bien reçus et les plats sont fins, de la cuisine asiatique préparée avec soin. (Translated by Google)
excellent! We had a good time thanks to the waiter who gave himself the mission to leave us a very good memory it was fun !. You will be well received and the dishes are fine, Asian cuisine prepared with care.
     
"
358,Guillaume Briand,ChdDSUhNMG9nS0VJQ0FnSUNpMUxydWtnRRAB,https://www.google.com/maps/contrib/105957716701590850374/reviews?hl=en-US,2,       2 years ago      ,"        Bouillon peu goûteux (peu salé). Portions plutôt petites. J’ai habituellement de la difficulté à terminer une Pho quand j’en commande une. Là, j’aurais pu en manger deux. J’avoue être déçu. Je m’attendais à mieux. (Translated by Google)
Broth not very tasty (little salty). Rather small portions. I usually have trouble finishing a Pho when I order one. There, I could have eaten two. I admit to being disappointed. I expected better.
     
"
359,KorriganChief “KorriganChief”,ChdDSUhNMG9nS0VJQ0FnSUMtbE51TjJRRRAB,https://www.google.com/maps/contrib/110505473588946675444/reviews?hl=en-US,5,       a month ago      ,"        Le cheesy Ramen vaut vraiment le détour. (Translated by Google)
The cheesy Ramen is definitely worth a try.
     
"
360,Santi Sananikone,ChdDSUhNMG9nS0VJQ0FnSURndnFtVjBBRRAB,https://www.google.com/maps/contrib/108337753042173376384/reviews?hl=en-US,5,       4 years ago      ,"        Quelle soirée de bouffe! Explosion de saveurs et de fraîcheur! Particulièrement aimé le burger au poulet Rice Krispies, la poutine Kimcheesy et le Mee Kola. Ma copine elle a adoré la soupe tom coco et le rouleau printanier. Nous y retournerons certainement pour essayer les autres plats sur le menu. Personnel chaleureux, sympathique et très efficace. Un gros merci à Michel! (Translated by Google)
What an evening of food! Explosion of flavors and freshness! Particularly liked the Rice Krispies chicken burger, the Kimcheesy poutine and the Mee Kola. My girlfriend loved the tom coconut soup and the spring roll. We will definitely be going back to try the other dishes on the menu. Warm, friendly and very efficient staff. A big thank you to Michel!
     
"
361,B R,ChdDSUhNMG9nS0VJQ0FnSUNVLTV2ejRRRRAB,https://www.google.com/maps/contrib/112602130354510615848/reviews?hl=en-US,2,       3 years ago      ,"        Ambiance, décor, service = parfait ! Authenticité de la bouffe vietnamienne un peu moins- Trop de nouille un peu partout et pas assez de légumes- Plus de légumes svp et moins de nouilles !! Servez des fèves germées, basilic et limes avec vos pho ? Mais belle ambiance- mais on va au resto pour manger aussi ! (Translated by Google)
Atmosphere, decor, service = perfect! Authenticity of the Vietnamese food a little less - Too much noodle everywhere and not enough vegetables- More vegetables please and less noodles !! Serve sprouts, basil and limes with your pho? But nice atmosphere - but we go to the restaurant to eat too!
     
"
362,Miss K S,ChZDSUhNMG9nS0VJQ0FnSUNVeF9tT1BnEAE,https://www.google.com/maps/contrib/115371989112527875325/reviews?hl=en-US,5,       3 years ago      ,"        J'ai connu l'ancien restaurant que j'avais aimé par sa simplicité. Mais je dois avouer que j'ai été agréablement surprise des nouveautés sur le menu. La version entrée des tonkinoises, c'est juste une portion parfaite.  La Poutine kimcheesy est un vrai délice et la Dac biet, (celle au boeuf) wow une poutine qui goûte la soupe tonkinoise. Bel amalgame des saveurs. Réserver votre place, c'est un plus car c'est acchalandé. Mais ça vaut le déplacement. Serveur sympathique. Seul léger bémol, un peu cher pour entrée, plat dessert, consommation. (60$ pour 2) Osez le chargement. (Translated by Google)
I knew the old restaurant that I liked for its simplicity. But I must admit that I was pleasantly surprised by the new items on the menu. The starter version of the tonkinoises is just a perfect portion. The kimcheesy poutine is a real delight and the Dac biet, (the one with beef) wow a poutine that tastes like tonkinese soup. Nice mix of flavors. Reserving your place is a plus because it is busy. But it's worth the trip. Friendly waiter. Only slight downside, a bit expensive for starter, dessert dish, consumption. ($60 for 2) Dare to load.
     
"
363,Etienne Barron,ChdDSUhNMG9nS0VJQ0FnSUNXc0lxYTFBRRAB,https://www.google.com/maps/contrib/107966907825815931568/reviews?hl=en-US,5,       10 months ago      ,"        Bon service avec serveur sympatique, ambiance et décorations très nice et nourriture excellente. Quoi demander de mieux? (Translated by Google)
Good service with friendly waiter, very nice atmosphere and decorations and excellent food. What more could you ask for?
     
"
364,Sabreen Sml,ChZDSUhNMG9nS0VJQ0FnSUNZNElmNFhnEAE,https://www.google.com/maps/contrib/108512924771877680256/reviews?hl=en-US,5,       3 years ago      ,"        J'ai adoré ce restaurant, charmant, exotique,chaleureux . On se sent chez soi . Le service était très bon , sourire , enthousiasme et heureux d'avoir des clients dans leur restaurant. Jai adoré le menu et je compte retourner essayer les plats un par un . jai aime le fait quils ont du wifi :). J'ai remarqué qu'il sert de boissons alcoolisées aussi . je recommandes de manger dans cet endroit . j'étais traité comme une princesse. (Translated by Google)
I loved this restaurant, charming, exotic, warm. We feel at home. The service was very good, smiling, enthusiastic and happy to have customers in their restaurant. I loved the menu and I plan to return to try the dishes one by one. I liked the fact that they have wifi :). I noticed that it serves alcoholic beverages too. I recommend eating at this place. I was treated like a princess.
     
"
365,Vincent Leclerc,ChdDSUhNMG9nS0VJQ0FnSUNJdXA3T3VBRRAB,https://www.google.com/maps/contrib/117692504932458301408/reviews?hl=en-US,4,       4 years ago      ,"        La famille qui on le restaurant sont épic! Vraiment une bonne ambiance! La bouffe était excellente, les prix aussi! J'ai rien a redire. Voila. C'est a essayer. (Translated by Google)
The family who run the restaurant are epic! Really good atmosphere! The food was excellent, the prices too! I have nothing to complain about. Here is. It is to try.
     
"
366,Alexandra Desjardins,ChdDSUhNMG9nS0VJQ0FnSUNRdy1lRTBRRRAB,https://www.google.com/maps/contrib/101427550592849630930/reviews?hl=en-US,5,       4 years ago      ,"        Belle découverte! Resto chaleureux avec un excellent service et surtout bons plats à prix raisonable, un mélange de cuisine vietnamienne et québécoise, un vrai délice! La poutine Kimcheesy à essayer! On y retourne bientôt c'est assuré! (Translated by Google)
Nice discovery! Friendly restaurant with excellent service and especially good dishes at reasonable prices, a mixture of Vietnamese and Quebec cuisine, a real delight! Kimcheesy poutine to try! We are going back soon it is guaranteed!
     
"
367,Etienne D-P.,ChZDSUhNMG9nS0VJQ0FnSUNzNmRtbUp3EAE,https://www.google.com/maps/contrib/101955056436951357974/reviews?hl=en-US,1,       2 years ago      ,"        *ils ont déplacés les avis de l'autre resto vers ici*
Overpriced. Pseudo trendy. Exécution des plats très ordinaire. Staff jeune et peu expérimenté. Musique trap dans le tapis pour faire ""cool"". Drink basic. Un gros fail. (Translated by Google)
*they moved the reviews from the other restaurant to here*
Overpriced. Trendy nickname. Execution of the dishes very ordinary. Young and inexperienced staff. Trap music in the carpet to make it ""cool"". Basic drink. A big failure.
     
"
368,Lara Nguyen,ChdDSUhNMG9nS0VJQ0FnSUNRbTRUejVRRRAB,https://www.google.com/maps/contrib/113841133278246408544/reviews?hl=en-US,5,       4 years ago      ,"        Nous étions 6 et sommes venues pour la fête de mon amie. Très belle ambiance. Les 2 Michels, propriétaires, nous ont donné un accueil très chaleureux. Je suis vegan et ils ont eu aucun problème à m'accomoder en me faisant un Mee Kola vegan. Je recommande ce restaurant à tous! (Translated by Google)
We were 6 and came for my friend's party. Very nice atmosphere. The 2 Michels, owners, gave us a very warm welcome. I'm vegan and they had no problem accommodating me by making me a vegan Mee Kola. I recommend this restaurant to everyone!
     
"
369,Olivier Barron,ChdDSUhNMG9nS0VJQ0FnSUN3aVpEc29BRRAB,https://www.google.com/maps/contrib/117004971958580976180/reviews?hl=en-US,5,       5 years ago      ,"        Cuisine authentique! Nouveau gérant très sympathique, jeune et près de ses clients. Grand classique comme poulet général tao excellent avec une petite touche qui le différencie de ce qu'on a déjà goûté ailleurs. (Translated by Google)
Authentic cuisine! New manager very friendly, young and close to his customers. A great classic such as excellent general tao chicken with a little twist that differentiates it from what we have already tasted elsewhere.
     
"
370,Patricia Tremblay,ChZDSUhNMG9nS0VJQ0FnSUN3b3R1SEZnEAE,https://www.google.com/maps/contrib/104492844606539834106/reviews?hl=en-US,5,       4 years ago      ,"        Très agréablement surprise! Le service est excellent et rapide. Le décor jeune, éclectique et intéressant. La nourriture était parfaite et très abordable. On va être obligés d'y retourner souvent. :) (Translated by Google)
Very pleasantly surprised! The service is excellent and prompt. The young, eclectic and interesting decor. The food was perfect and very affordable. We will have to go back there often. :)
     
"
371,Geneviève Beauchamp,ChZDSUhNMG9nS0VJQ0FnSUNxd0phb2RnEAE,https://www.google.com/maps/contrib/100073438764025448221/reviews?hl=en-US,5,       a year ago      ,"        Ma trouvaille 2021, surtout si tu as besoin de bouffe réconfort mais avec un peu d'originalité. Leur poutine Pho et leur salade d'aubergines sont mes coups de coeur.❤❤❤ (Translated by Google)
My 2021 find, especially if you need comfort food but with a little originality. Their Pho poutine and eggplant salad are my favorites.❤❤❤
     
"
372,Jeremy Hong,ChZDSUhNMG9nS0VJQ0FnSURZcU9fT09BEAE,https://www.google.com/maps/contrib/107709802869324005423/reviews?hl=en-US,5,       3 years ago      ,"        Mon restaurant préféré à Montréal !! Les plats sont bons et à un prix plus qu'abordable ! Tout le staff est sympa et accueillant ! Je vous recommande les yeux fermés ! Mention spéciale à la poutine Kim Cheesy un délice ! (Translated by Google)
My favorite restaurant in Montreal!! The dishes are good and at a more than affordable price! All the staff are friendly and welcoming! I recommend you with your eyes closed! Special mention to the poutine Kim Cheesy a delight!
     
"
373,Antoine-Samuel Mauffette Alavo (ASMA),ChdDSUhNMG9nS0VJQ0FnSUNnME5xaTB3RRAB,https://www.google.com/maps/contrib/110888851969743762171/reviews?hl=en-US,5,       5 years ago      ,"        L'attitude du staff et le decor m'ont tout de suite mis a l'aise. Le menu avait tout les plats traditionels qu'on peut vouloir et quelques surprises très interessantes dans les spéciaux du jour et le menu cocktail. La pho est une des plus fraiches en ville, super bouillon excellentes cuisson des nouilles et viande extrement bien tranche et cuite saignante. Les viandes grilles sont d'un niveau de qualite de plus (surtout le porc et le boeuf) et la limonade et sauce piquante maison rajoute un extra enchanteur. Pour un lunch rapide ou une soiree arrosee entre amis ce resto est parfait! (Translated by Google)
The attitude of the staff and the decor immediately put me at ease. The menu had all the traditional dishes you could want and some very interesting surprises in the daily specials and the cocktail menu. The pho is one of the freshest in town, super broth excellent cooking noodles and meat extremely well sliced ​​and cooked rare. The grilled meats are a step up in quality (especially the pork and beef) and the homemade lemonade and hot sauce add an extra enchanting touch. For a quick lunch or a drunken evening with friends, this restaurant is perfect!
     
"
374,El Alia Moussouni,ChZDSUhNMG9nS0VJQ0FnSURHcC1IYldBEAE,https://www.google.com/maps/contrib/102731695772624623423/reviews?hl=en-US,5,       a year ago      ,"        Plats succulents 🍜♥️J’ai aimé découvrir leurs versions Poutine un délice pour les yeux et les papilles!! (Translated by Google)
Succulent dishes 🍜 ♥ ️I loved discovering their Poutine versions a delight for the eyes and the taste buds !!
     
"
375,Andrea H,ChdDSUhNMG9nS0VJQ0FnSURRNXJubHRnRRAB,https://www.google.com/maps/contrib/102025161329479427505/reviews?hl=en-US,5,       9 months ago      ,"        La Poutine Sa Te était légendaire. Le reste est incroyable comme d'habitude 🔥 hats off à la team de LBT et ThatDripSauce (Translated by Google)
The Poutine Sa Te was legendary. The rest is amazing as usual 🔥 hats off to the LBT team and ThatDripSauce
     
"
376,master yoga,ChZDSUhNMG9nS0VJQ0FnSURXMGJqSVl3EAE,https://www.google.com/maps/contrib/118312356989546597307/reviews?hl=en-US,5,       8 months ago      ,"        WOW se resto est très (très très) bon les soupe et les mets asiatiques sont vraiment bon j'adore se resto.😁😁😁 (Translated by Google)
WOW this restaurant is very (very very) good the soups and the Asian dishes are really good I love this restaurant.😁😁😁
     
"
